0ElectionDate,1OfficeCode(Text),2DistrictCode(Text),3StatusCode,4CountyCode,5CountyName,6OfficeDescription,7PartyOrder,8PartyName,9PartyDescription,10CandidateID,11CandidateLastName,12CandidateFirstName,13CandidateMiddleName,14CandidateFormerName,15CandidateVotes,16WriteIn(W)/Uncommitted(Z),17Recount(*),18Nominated(N)/Elected(E)
11/8/22,10,0,0,22,DICKINSON,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,357,,,
11/8/22,10,0,0,22,DICKINSON,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,220,,,
11/8/22,10,0,0,22,DICKINSON,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,168,,,
11/8/22,10,0,0,22,DICKINSON,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,119,,,
11/8/22,10,0,0,23,EATON,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,22468,,,E
11/8/22,10,0,0,23,EATON,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,23221,,,E
11/8/22,10,0,0,23,EATON,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,23474,,,
11/8/22,10,0,0,23,EATON,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,21561,,,
11/8/22,10,0,0,23,EATON,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,1839,,,
11/8/22,10,0,0,23,EATON,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,1099,,,
11/8/22,10,0,0,23,EATON,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,1090,,,
11/8/22,10,0,0,23,EATON,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,664,,,
11/8/22,10,0,0,24,EMMET,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,7227,,,E
11/8/22,10,0,0,24,EMMET,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,7470,,,E
11/8/22,10,0,0,24,EMMET,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,9653,,,
11/8/22,10,0,0,24,EMMET,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,9075,,,
11/8/22,10,0,0,24,EMMET,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,567,,,
11/8/22,10,0,0,24,EMMET,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,252,,,
11/8/22,10,0,0,24,EMMET,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,354,,,
11/8/22,10,0,0,24,EMMET,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,192,,,
11/8/22,10,0,0,25,GENESEE,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,85298,,,E
11/8/22,10,0,0,25,GENESEE,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,86317,,,E
11/8/22,10,0,0,25,GENESEE,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,66688,,,
11/8/22,10,0,0,25,GENESEE,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,60548,,,
11/8/22,10,0,0,25,GENESEE,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,4965,,,
11/8/22,10,0,0,25,GENESEE,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,2942,,,
11/8/22,10,0,0,25,GENESEE,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,3088,,,
11/8/22,10,0,0,25,GENESEE,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,1731,,,
11/8/22,10,0,0,26,GLADWIN,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,3268,,,E
11/8/22,10,0,0,26,GLADWIN,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,3410,,,E
11/8/22,10,0,0,26,GLADWIN,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,7008,,,
11/8/22,10,0,0,26,GLADWIN,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,6506,,,
11/8/22,10,0,0,26,GLADWIN,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,359,,,
11/8/22,10,0,0,26,GLADWIN,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,303,,,
11/8/22,10,0,0,26,GLADWIN,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,167,,,
11/8/22,10,0,0,26,GLADWIN,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,145,,,
11/8/22,10,0,0,27,GOGEBIC,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,2502,,,E
11/8/22,10,0,0,27,GOGEBIC,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,2558,,,E
11/8/22,10,0,0,27,GOGEBIC,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,3182,,,
11/8/22,10,0,0,27,GOGEBIC,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,2968,,,
11/8/22,10,0,0,27,GOGEBIC,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,170,,,
11/8/22,10,0,0,27,GOGEBIC,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,111,,,
11/8/22,10,0,0,27,GOGEBIC,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,93,,,
11/8/22,10,0,0,27,GOGEBIC,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,69,,,
11/8/22,10,0,0,28,GD. TRAVERSE,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,21137,,,E
11/8/22,10,0,0,28,GD. TRAVERSE,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,22105,,,E
11/8/22,10,0,0,28,GD. TRAVERSE,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,23815,,,
11/8/22,10,0,0,28,GD. TRAVERSE,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,22308,,,
11/8/22,10,0,0,28,GD. TRAVERSE,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,1802,,,
11/8/22,10,0,0,28,GD. TRAVERSE,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,739,,,
11/8/22,10,0,0,28,GD. TRAVERSE,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,1089,,,
11/8/22,10,0,0,28,GD. TRAVERSE,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,528,,,
11/8/22,10,0,0,29,GRATIOT,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,4745,,,E
11/8/22,10,0,0,29,GRATIOT,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,4893,,,E
11/8/22,10,0,0,29,GRATIOT,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,8616,,,
11/8/22,10,0,0,29,GRATIOT,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,7891,,,
11/8/22,10,0,0,29,GRATIOT,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,497,,,
11/8/22,10,0,0,29,GRATIOT,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,401,,,
11/8/22,10,0,0,29,GRATIOT,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,250,,,
11/8/22,10,0,0,29,GRATIOT,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,189,,,
11/8/22,10,0,0,30,HILLSDALE,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,4130,,,E
11/8/22,10,0,0,30,HILLSDALE,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,4300,,,E
11/8/22,10,0,0,30,HILLSDALE,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,12160,,,
11/8/22,10,0,0,30,HILLSDALE,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,11354,,,
11/8/22,10,0,0,30,HILLSDALE,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,617,,,
11/8/22,10,0,0,30,HILLSDALE,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,458,,,
11/8/22,10,0,0,30,HILLSDALE,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,270,,,
11/8/22,10,0,0,30,HILLSDALE,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,209,,,
11/8/22,10,0,0,31,HOUGHTON,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,5412,,,E
11/8/22,10,0,0,31,HOUGHTON,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,5568,,,E
11/8/22,10,0,0,31,HOUGHTON,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,7658,,,
11/8/22,10,0,0,31,HOUGHTON,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,7207,,,
11/8/22,10,0,0,31,HOUGHTON,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,577,,,
11/8/22,10,0,0,31,HOUGHTON,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,245,,,
11/8/22,10,0,0,31,HOUGHTON,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,349,,,
11/8/22,10,0,0,31,HOUGHTON,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,152,,,
11/8/22,10,0,0,32,HURON,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,3968,,,E
11/8/22,10,0,0,32,HURON,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,4053,,,E
11/8/22,10,0,0,32,HURON,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,9127,,,
11/8/22,10,0,0,32,HURON,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,8519,,,
11/8/22,10,0,0,32,HURON,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,362,,,
11/8/22,10,0,0,32,HURON,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,279,,,
11/8/22,10,0,0,32,HURON,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,210,,,
11/8/22,10,0,0,32,HURON,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,166,,,
11/8/22,10,0,0,33,INGHAM,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,67726,,,E
11/8/22,10,0,0,33,INGHAM,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,69832,,,E
11/8/22,10,0,0,33,INGHAM,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,35154,,,
11/8/22,10,0,0,33,INGHAM,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,32468,,,
11/8/22,10,0,0,33,INGHAM,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,3845,,,
11/8/22,10,0,0,33,INGHAM,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,1970,,,
11/8/22,10,0,0,33,INGHAM,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,3406,,,
11/8/22,10,0,0,33,INGHAM,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,1707,,,
11/8/22,10,0,0,34,IONIA,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,7914,,,E
11/8/22,10,0,0,34,IONIA,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,8270,,,E
11/8/22,10,0,0,34,IONIA,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,15130,,,
11/8/22,10,0,0,34,IONIA,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,13954,,,
11/8/22,10,0,0,34,IONIA,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,949,,,
11/8/22,10,0,0,34,IONIA,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,634,,,
11/8/22,10,0,0,34,IONIA,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,506,,,
11/8/22,10,0,0,34,IONIA,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,360,,,
11/8/22,10,0,0,35,IOSCO,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,3982,,,E
11/8/22,10,0,0,35,IOSCO,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,4084,,,E
11/8/22,10,0,0,35,IOSCO,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,7059,,,
11/8/22,10,0,0,35,IOSCO,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,6549,,,
11/8/22,10,0,0,35,IOSCO,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,332,,,
11/8/22,10,0,0,35,IOSCO,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,267,,,
11/8/22,10,0,0,35,IOSCO,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,207,,,
11/8/22,10,0,0,35,IOSCO,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,152,,,
11/8/22,10,0,0,36,IRON,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,1783,,,E
11/8/22,10,0,0,36,IRON,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,1858,,,E
11/8/22,10,0,0,36,IRON,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,3132,,,
11/8/22,10,0,0,36,IRON,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,2958,,,
11/8/22,10,0,0,36,IRON,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,155,,,
11/8/22,10,0,0,36,IRON,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,119,,,
11/8/22,10,0,0,36,IRON,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,92,,,
11/8/22,10,0,0,36,IRON,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,64,,,
11/8/22,10,0,0,37,ISABELLA,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,9919,,,E
11/8/22,10,0,0,37,ISABELLA,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,10116,,,E
11/8/22,10,0,0,37,ISABELLA,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,10699,,,
11/8/22,10,0,0,37,ISABELLA,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,9892,,,
11/8/22,10,0,0,37,ISABELLA,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,757,,,
11/8/22,10,0,0,37,ISABELLA,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,498,,,
11/8/22,10,0,0,37,ISABELLA,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,445,,,
11/8/22,10,0,0,37,ISABELLA,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,283,,,
11/8/22,10,0,0,38,JACKSON,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,22245,,,E
11/8/22,10,0,0,38,JACKSON,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,23009,,,E
11/8/22,10,0,0,38,JACKSON,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,33711,,,
11/8/22,10,0,0,38,JACKSON,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,31356,,,
11/8/22,10,0,0,38,JACKSON,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,2147,,,
11/8/22,10,0,0,38,JACKSON,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,1330,,,
11/8/22,10,0,0,38,JACKSON,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,1141,,,
11/8/22,10,0,0,38,JACKSON,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,807,,,
11/8/22,10,0,0,39,KALAMAZOO,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,58139,,,E
11/8/22,10,0,0,39,KALAMAZOO,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,60093,,,E
11/8/22,10,0,0,39,KALAMAZOO,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,42315,,,
11/8/22,10,0,0,39,KALAMAZOO,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,39596,,,
11/8/22,10,0,0,39,KALAMAZOO,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,4013,,,
11/8/22,10,0,0,39,KALAMAZOO,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,1702,,,
11/8/22,10,0,0,39,KALAMAZOO,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,2615,,,
11/8/22,10,0,0,39,KALAMAZOO,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,1339,,,
11/8/22,10,0,0,40,KALKASKA,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,2231,,,E
11/8/22,10,0,0,40,KALKASKA,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,2356,,,E
11/8/22,10,0,0,40,KALKASKA,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,5456,,,
11/8/22,10,0,0,40,KALKASKA,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,5074,,,
11/8/22,10,0,0,40,KALKASKA,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,316,,,
11/8/22,10,0,0,40,KALKASKA,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,188,,,
11/8/22,10,0,0,40,KALKASKA,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,153,,,
11/8/22,10,0,0,40,KALKASKA,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,113,,,
11/8/22,10,0,0,41,KENT,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,132169,,,E
11/8/22,10,0,0,41,KENT,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,135700,,,E
11/8/22,10,0,0,41,KENT,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,129772,,,
11/8/22,10,0,0,41,KENT,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,122513,,,
11/8/22,10,0,0,41,KENT,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,10206,,,
11/8/22,10,0,0,41,KENT,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,3984,,,
11/8/22,10,0,0,41,KENT,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,5678,,,
11/8/22,10,0,0,41,KENT,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,2998,,,
11/8/22,10,0,0,42,KEWEENAW,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,497,,,E
11/8/22,10,0,0,42,KEWEENAW,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,514,,,E
11/8/22,10,0,0,42,KEWEENAW,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,674,,,
11/8/22,10,0,0,42,KEWEENAW,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,605,,,
11/8/22,10,0,0,42,KEWEENAW,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,61,,,
11/8/22,10,0,0,42,KEWEENAW,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,24,,,
11/8/22,10,0,0,42,KEWEENAW,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,47,,,
11/8/22,10,0,0,42,KEWEENAW,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,16,,,
11/8/22,10,0,0,43,LAKE,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,1592,,,E
11/8/22,10,0,0,43,LAKE,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,1623,,,E
11/8/22,10,0,0,43,LAKE,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,3028,,,
11/8/22,10,0,0,43,LAKE,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,2817,,,
11/8/22,10,0,0,43,LAKE,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,136,,,
11/8/22,10,0,0,43,LAKE,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,119,,,
11/8/22,10,0,0,43,LAKE,Regent of the University of Michigan 8 Year Terms (2) Positions,6,GRN,Green,520855,Wells,Sherry,A.,,72,,,
11/8/22,10,0,0,43,LAKE,Regent of the University of Michigan 8 Year Terms (2) Positions,7,NLP,Natural Law,520956,Oakford,Kathleen,,,74,,,
11/8/22,10,0,0,44,LAPEER,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,517047,Behm,Mike,,,11974,,,E
11/8/22,10,0,0,44,LAPEER,Regent of the University of Michigan 8 Year Terms (2) Positions,1,DEM,Democratic,508975,White,Kathy,,,12341,,,E
11/8/22,10,0,0,44,LAPEER,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520488,Epstein,Lena,,,25885,,,
11/8/22,10,0,0,44,LAPEER,Regent of the University of Michigan 8 Year Terms (2) Positions,2,REP,Republican,520199,Vartanian,Sevag,,,24243,,,
11/8/22,10,0,0,44,LAPEER,Regent of the University of Michigan 8 Year Terms (2) Positions,3,LIB,Libertarian,520923,Larson,Eric,,,1320,,,
11/8/22,10,0,0,44,LAPEER,Regent of the University of Michigan 8 Year Terms (2) Positions,4,UST,US Taxpayers,520949,Sanger,Joe,,,935,,,
